,index,B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B03002_001E,B03002_002E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_010E,B03002_011E,B03002_012E,B03002_013E,B03002_014E,B03002_015E,B03002_016E,B03002_017E,B03002_018E,B03002_019E,B03002_020E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E
84,"Census Tract 8342, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:834200",4310,1705,140,112,79,83,98,144,20,61,4310,4272,33,4209,0,0,0,0,30,0,30,38,38,0,0,0,0,0,0,0,2719,40,0,0,0,0,0,0,0,0,0,0,0,8,73,74,363,67,137,890,391,351,325,0,0
85,"Census Tract 8344, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:834400",4487,1868,80,268,158,92,39,10,100,137,4487,4453,104,4242,0,11,0,19,77,8,69,34,34,0,0,0,0,0,0,0,2740,0,0,0,0,0,0,0,0,19,43,6,67,28,130,17,382,48,213,669,330,378,290,68,52
86,"Census Tract 8439, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:843900",3332,1195,39,30,115,43,14,0,0,44,3332,3224,141,2908,0,136,0,0,39,0,39,108,0,0,0,0,0,96,12,12,2735,52,0,0,0,0,0,0,0,0,31,39,37,71,50,101,384,90,206,413,186,635,329,64,47
87,"Census Tract 8362, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:836200",1585,887,9,6,8,35,357,252,66,27,1585,1481,887,112,0,441,0,4,37,9,28,104,100,0,0,0,0,4,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,4,35,69,42,33
88,"Census Tract 8312, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831200",5051,2666,306,262,142,106,52,60,24,81,5051,650,344,277,0,29,0,0,0,0,0,4401,1719,77,10,0,0,2513,82,82,3027,238,0,0,0,0,67,29,56,240,21,141,115,70,112,155,646,65,142,234,189,350,109,48,0
89,"Census Tract 8316, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831600",7574,3437,257,251,213,153,95,75,42,226,7574,2457,1607,459,73,183,0,0,135,11,124,5117,2812,0,0,0,0,1936,369,219,4860,85,0,0,90,20,0,0,45,232,107,190,44,155,82,286,1449,46,232,738,426,447,148,26,12
90,"Census Tract 8315, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831500",3540,1667,192,99,96,52,40,0,53,92,3540,1246,897,140,0,179,0,21,9,0,9,2294,1657,23,0,0,0,594,20,20,2428,152,0,0,0,3,0,11,0,72,0,35,94,58,32,32,543,141,75,506,162,321,151,30,10
91,"Census Tract 2209.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:220901",2965,1507,149,149,94,29,31,0,10,113,2965,862,566,239,0,24,0,0,33,0,33,2103,1203,66,0,0,0,672,162,22,1866,195,0,0,20,13,0,17,25,60,0,33,20,7,77,46,445,66,114,238,148,273,58,0,11
92,"Census Tract 2209.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:220902",2943,1384,96,54,119,41,55,20,43,68,2943,585,515,18,0,15,0,0,37,0,37,2358,1982,13,5,0,0,286,72,21,1961,31,0,0,0,22,16,0,21,45,0,55,47,24,47,69,644,114,93,281,86,203,146,4,13
93,"Census Tract 2004.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:200401",3642,1916,142,207,213,62,51,54,8,23,3642,356,211,101,17,27,0,0,0,0,0,3286,1238,31,23,31,0,1881,82,21,2304,128,0,0,25,47,5,0,39,340,16,78,136,136,230,90,321,103,87,239,108,116,34,13,13
94,"Census Tract 1605.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:160501",4237,1951,217,150,54,19,47,35,21,75,4237,1656,918,159,0,478,0,38,63,0,63,2581,2304,0,0,39,0,213,25,17,2684,35,0,0,0,19,32,0,21,117,42,160,39,29,62,68,520,121,80,301,169,637,180,35,17
95,"Census Tract 8045.09, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804509",6329,3289,209,310,224,65,74,10,40,342,6329,2934,1834,168,0,614,0,0,318,76,242,3395,1149,0,37,0,0,2186,23,0,4008,14,0,0,0,0,103,48,8,313,43,88,103,85,44,149,1102,146,143,615,323,493,130,40,18
96,"Census Tract 8045.10, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804510",6639,3370,284,336,347,111,46,62,10,249,6639,1804,1249,321,0,160,0,30,44,9,35,4835,1424,0,5,0,0,3357,49,49,3680,190,0,27,21,18,59,46,16,551,86,100,144,93,123,87,1043,139,150,305,186,254,42,0,0
97,"Census Tract 8044.06, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804406",6685,3427,151,250,351,390,46,22,57,137,6685,3043,2071,172,0,760,0,17,23,0,23,3642,1253,0,9,10,0,2340,30,16,4157,138,0,0,0,65,0,0,0,233,54,96,134,19,61,42,1079,121,281,593,334,633,179,25,70
98,"Census Tract 8043.09, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804309",3162,1643,104,98,134,99,58,8,26,63,3162,1750,1240,181,0,265,0,0,64,32,32,1412,542,0,0,0,0,710,160,160,2068,63,0,0,0,0,10,15,11,85,0,19,31,39,21,101,582,51,148,320,166,343,50,13,0
99,"Census Tract 8044.04, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804404",5392,2577,143,249,173,198,63,0,26,123,5392,1982,1354,117,0,483,0,0,28,0,28,3410,1538,0,0,0,0,1762,110,72,3240,70,0,0,51,67,0,71,0,125,32,144,201,89,20,74,678,147,245,358,171,509,129,0,59
100,"Census Tract 8045.07, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804507",12596,6155,426,625,296,116,32,23,57,118,12596,11177,7074,220,0,3459,0,152,272,125,147,1419,778,0,21,0,0,178,442,442,8908,25,0,0,0,0,0,0,0,65,0,107,51,55,1,211,1299,92,433,1595,786,3054,892,155,87
101,"Census Tract 8044.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804403",6882,3418,366,237,277,125,114,50,24,50,6882,4078,2978,216,0,711,8,0,165,138,27,2804,1515,152,263,19,0,794,61,0,4732,0,0,0,0,46,57,0,0,23,0,119,143,17,0,156,1035,156,368,618,273,953,570,117,81
102,"Census Tract 8043.10, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804310",9036,4554,204,679,188,38,117,25,89,70,9036,7017,5063,168,83,1658,0,0,45,0,45,2019,1214,0,0,43,0,609,153,153,6601,153,0,0,0,0,32,0,24,113,0,59,16,40,55,106,1388,269,373,861,613,1793,614,78,14
103,"Census Tract 8238.06, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:823806",3777,1951,104,78,104,43,80,0,49,62,3777,3441,3286,52,0,66,0,0,37,0,37,336,114,0,10,0,0,212,0,0,2884,27,0,0,0,0,0,0,0,10,30,11,0,35,77,86,1102,128,223,392,236,369,158,0,0
104,"Census Tract 8240.05, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824005",5578,2792,169,131,244,130,26,46,36,128,5578,5344,5017,72,0,153,0,0,102,52,50,234,220,0,0,0,0,14,0,0,3777,14,0,0,0,0,0,0,8,0,8,25,7,59,11,31,900,77,222,415,299,1099,464,99,39
105,"Census Tract 8240.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824003",6383,3016,150,219,228,196,37,119,104,0,6383,5726,5409,4,0,152,0,15,146,0,146,657,627,0,30,0,0,0,0,0,4340,0,0,0,0,0,0,18,0,0,0,48,5,48,54,32,1038,103,267,540,467,1167,415,40,98
106,"Census Tract 8240.04, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824004",5657,2743,86,199,129,71,14,14,91,111,5657,5432,5012,268,0,152,0,0,0,0,0,225,225,0,0,0,0,0,0,0,4100,6,0,0,0,0,0,0,0,0,0,54,0,29,108,73,1278,173,367,648,246,813,266,20,19
107,"Census Tract 8241.14, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824114",5173,2683,167,156,253,134,20,0,18,100,5173,4971,4483,153,0,292,0,0,43,0,43,202,189,13,0,0,0,0,0,0,3686,7,0,0,0,0,0,0,0,0,0,0,0,8,26,36,735,48,221,482,271,983,494,200,175
108,"Census Tract 8241.16, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824116",5299,2744,171,112,221,112,34,20,26,118,5299,4415,3785,267,0,308,0,0,55,0,55,884,602,0,0,0,0,282,0,0,3688,14,0,0,0,0,33,19,47,126,0,63,44,65,72,54,763,101,261,402,351,737,325,103,108
109,"Census Tract 206.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:020601",6130,2932,220,198,112,103,200,28,42,94,6130,5743,3461,625,140,1313,0,0,204,12,192,387,212,3,47,88,0,18,19,19,3869,145,0,20,0,0,65,0,56,9,0,32,0,149,13,32,961,40,79,563,153,998,355,123,76
110,"Census Tract 203.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:020302",5023,2450,180,245,157,105,56,29,70,97,5023,4295,2885,647,0,543,0,25,195,0,195,728,642,0,44,11,0,20,11,11,3370,42,0,0,6,0,0,0,0,15,0,30,15,56,50,46,543,94,99,320,182,1136,459,174,103
111,"Census Tract 206.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:020602",4637,2536,265,180,252,46,17,72,0,124,4637,3697,1886,457,0,1151,0,108,95,0,95,940,563,9,0,0,0,368,0,0,3030,26,0,0,0,0,0,22,16,41,26,65,30,67,110,44,500,65,168,380,133,848,415,9,65
112,"Census Tract 209.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:020902",4474,2027,131,185,89,50,27,24,32,130,4474,3709,2137,509,0,992,0,0,71,10,61,765,591,0,0,0,0,174,0,0,3266,91,0,0,0,0,70,74,32,74,0,108,32,67,71,35,739,212,98,230,280,765,222,54,12
113,"Census Tract 107.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:010701",3833,1827,155,191,16,89,0,41,0,46,3833,2474,1291,704,0,452,0,0,27,0,27,1359,1016,0,0,0,0,227,116,17,2693,77,0,0,19,38,98,13,21,90,34,8,21,9,8,62,545,82,95,244,68,630,458,46,27
114,"Census Tract 301.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:030103",2217,970,22,0,0,5,114,81,48,37,2217,1930,1067,360,5,428,6,0,64,12,52,287,187,41,0,0,0,55,4,0,1280,9,0,0,0,0,0,0,0,0,0,0,0,4,0,30,68,0,23,187,79,498,281,15,86
115,"Census Tract 301.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:030102",2766,1380,28,12,0,8,0,0,1,52,2766,2469,1479,485,12,284,0,168,41,0,41,297,195,0,9,0,0,78,15,0,2488,28,9,0,0,0,0,0,0,0,0,10,0,9,16,37,271,65,114,461,232,815,334,40,47
116,"Census Tract 105.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:010502",2631,1383,37,39,55,21,42,9,45,59,2631,2462,1516,647,0,225,0,0,74,28,46,169,97,0,9,0,0,58,5,5,1848,8,0,0,0,0,0,0,0,0,0,13,0,25,8,55,153,10,90,405,119,587,309,34,32
117,"Census Tract 105.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:010503",2047,989,23,43,10,0,26,31,93,57,2047,1766,1238,140,0,282,0,0,106,8,98,281,263,11,0,0,0,7,0,0,1369,76,0,0,1,0,19,0,0,42,0,7,3,29,29,72,334,0,53,139,45,273,141,70,36
118,"Census Tract 107.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:010702",5333,2575,111,246,261,76,24,36,30,116,5333,3246,1472,1226,0,344,0,19,185,0,185,2087,1604,0,0,0,0,483,0,0,3364,86,0,24,0,20,0,23,39,183,0,120,91,35,29,46,436,141,130,347,146,891,431,68,78
119,"Census Tract 8371, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:837100",1634,781,21,30,19,6,44,4,29,36,1634,1409,195,1132,0,28,0,12,42,29,13,225,107,31,0,0,0,59,28,0,1217,5,0,0,0,22,14,0,0,0,38,71,20,44,30,40,228,36,79,258,76,169,41,30,16
120,"Census Tract 8370, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:837000",2028,766,63,110,115,58,5,0,29,31,2028,1969,165,1724,0,2,0,0,78,34,44,59,11,22,0,0,0,26,0,0,1127,5,0,0,0,0,0,0,0,0,0,12,29,8,39,43,305,33,47,237,108,156,79,25,1
121,"Census Tract 8206.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:820603",5778,3138,503,159,182,65,105,57,22,72,5778,4279,3514,491,0,208,0,0,66,0,66,1499,1135,7,21,0,0,223,113,113,3747,56,0,0,34,0,0,6,39,44,48,56,67,250,92,127,1476,230,235,370,213,278,91,27,8
122,"Census Tract 8314, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831400",3000,1537,75,198,64,33,50,79,0,85,3000,2282,354,1896,17,0,7,0,8,0,8,718,199,0,0,0,0,474,45,45,2004,41,0,0,0,0,19,10,8,21,0,36,98,57,117,64,566,178,104,257,136,178,87,11,16
123,"Census Tract 8313, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:831300",1043,507,33,0,46,23,0,0,0,70,1043,536,19,492,0,0,0,0,25,0,25,507,106,0,5,0,0,388,8,0,703,30,0,0,0,0,0,0,0,33,13,15,28,21,53,36,194,32,14,86,67,63,18,0,0
124,"Census Tract 8330, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:833000",3567,1943,112,17,46,0,20,0,0,70,3567,3283,2474,399,0,282,0,0,128,18,110,284,235,0,0,0,17,32,0,0,3154,0,0,0,0,0,0,0,0,0,0,66,0,0,50,0,149,14,24,159,88,1556,659,367,22
125,"Census Tract 8206.04, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:820604",4161,1752,153,202,89,18,60,0,43,90,4161,3334,3168,68,0,0,0,0,98,0,98,827,544,0,0,0,0,194,89,89,2526,25,0,0,0,0,0,0,12,0,24,165,81,124,139,108,679,167,105,458,242,136,61,0,0
126,"Census Tract 8206.06, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:820606",3719,1807,122,100,82,28,45,35,13,55,3719,3115,2878,106,0,30,0,0,101,0,101,604,443,0,0,0,0,155,6,0,2744,0,0,0,0,0,0,0,0,15,0,52,8,10,10,42,885,44,137,424,237,663,150,39,28
127,"Census Tract 8137.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:813701",3906,1974,126,122,219,117,70,10,61,125,3906,258,141,117,0,0,0,0,0,0,0,3648,1613,33,71,0,0,1890,41,15,2283,166,0,0,0,0,105,40,66,297,0,162,83,36,70,126,458,142,79,196,178,67,12,0,0
128,"Census Tract 8138.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:813802",5080,2497,156,111,132,82,103,84,22,201,5080,634,327,149,21,137,0,0,0,0,0,4446,1886,45,0,0,0,2491,24,24,3104,152,0,0,0,0,0,20,29,266,0,99,157,40,162,160,928,231,167,377,122,163,19,5,7
129,"Census Tract 8123.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:812301",4250,1952,112,46,167,33,6,0,0,54,4250,3686,2486,724,0,353,0,28,95,0,95,564,219,58,0,0,0,270,17,0,3306,55,0,0,0,0,0,0,0,0,0,14,1,0,1,32,166,0,95,407,130,1085,749,271,300
130,"Census Tract 8128.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:812801",3204,1572,94,106,45,89,7,8,0,41,3204,3053,2044,753,0,122,0,12,122,91,31,151,94,0,0,10,0,40,7,7,2514,9,0,0,0,0,0,39,11,0,0,39,30,0,18,9,235,30,123,321,95,725,552,150,128
131,"Census Tract 102.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:010201",7197,3737,210,352,231,99,43,33,0,50,7197,5570,2217,2775,64,121,0,36,357,0,357,1627,1417,41,0,0,0,112,57,23,5098,220,0,0,0,0,69,0,0,177,30,71,110,89,248,59,894,257,402,680,272,1064,401,28,27
132,"Census Tract 8128.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:812802",2533,1146,82,91,26,58,22,0,0,9,2533,2277,1578,477,0,106,0,19,97,0,97,256,149,0,0,0,0,107,0,0,1987,0,0,0,0,0,7,0,12,15,0,0,12,10,20,0,91,32,89,185,162,650,443,160,99
133,"Census Tract 8123.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:812302",2823,1433,127,62,93,51,25,34,33,34,2823,2425,1829,386,10,85,0,0,115,0,115,398,273,33,0,0,0,0,92,35,1935,20,0,11,0,0,0,10,0,27,0,5,5,28,22,8,195,17,45,144,106,639,453,108,92
134,"Census Tract 7608.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:760801",4020,2060,156,17,99,65,0,40,0,75,4020,3621,2659,87,0,513,0,110,252,0,252,399,105,0,0,17,0,122,155,155,3198,13,0,0,0,0,44,11,12,0,0,10,0,10,0,55,482,96,105,552,229,1115,361,77,26
135,"Census Tract 209.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:020901",5807,2852,236,163,186,110,37,33,17,104,5807,4035,1334,1216,0,1256,0,0,229,22,207,1772,1270,19,0,10,0,451,22,3,3745,143,0,0,0,20,0,0,0,63,0,37,66,85,60,86,782,74,215,440,186,923,490,47,28
136,"Census Tract 2521.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:252102",6980,2673,210,293,306,194,38,40,81,140,6980,6919,104,6815,0,0,0,0,0,0,0,61,34,12,0,0,0,15,0,0,3913,21,0,0,0,0,0,0,49,43,0,28,112,61,197,46,1547,87,150,542,520,393,117,0,0
137,"Census Tract 207.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:020701",1729,803,75,45,50,20,0,3,5,49,1729,1510,1121,64,0,275,0,0,50,22,28,219,151,13,4,0,0,28,23,0,1223,0,0,0,0,0,0,36,10,6,24,4,4,0,9,12,260,9,44,131,87,299,219,37,32
138,"Census Tract 105.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:010501",4081,1950,33,26,52,20,11,0,0,174,4081,3685,1975,1335,0,211,0,55,109,0,109,396,207,29,0,0,0,160,0,0,3139,2,0,0,0,0,0,18,0,0,0,31,1,71,15,45,370,137,153,514,54,999,599,80,50
139,"Census Tract 2521.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:252101",1390,612,40,51,24,0,0,18,0,61,1390,1361,20,1335,0,0,0,0,6,0,6,29,0,0,0,0,0,29,0,0,934,20,0,0,0,0,0,0,0,0,11,0,18,30,56,9,327,14,65,120,79,140,24,21,0
140,"Census Tract 2522.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:252202",4757,2112,346,208,312,125,0,0,0,101,4757,4699,74,4625,0,0,0,0,0,0,0,58,50,8,0,0,0,0,0,0,2741,43,0,0,0,21,0,12,0,0,0,29,61,268,228,152,774,45,112,499,168,230,88,0,11
141,"Census Tract 8062.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806201",4635,2001,202,155,90,14,0,0,0,43,4635,3562,2655,162,0,745,0,0,0,0,0,1073,718,0,0,0,0,340,15,0,3534,47,0,0,0,0,0,37,0,40,0,11,53,40,13,0,644,45,96,388,267,1000,642,96,115
142,"Census Tract 8062.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806202",4453,2084,53,159,185,30,19,8,0,67,4453,3952,3227,207,0,420,0,0,98,0,98,501,285,0,0,0,0,80,136,136,3678,0,0,0,0,0,0,19,0,29,0,17,0,29,15,135,734,21,241,596,312,962,437,71,60
143,"Census Tract 8047.16, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804716",4875,2555,180,239,166,102,39,17,52,103,4875,4167,2119,170,0,1768,0,31,79,50,29,708,426,11,0,14,0,220,37,37,3338,23,0,0,0,0,0,0,0,21,37,31,5,26,104,33,467,50,281,425,265,879,576,75,40
144,"Census Tract 8237.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:823703",7657,3824,427,205,232,177,134,49,18,135,7657,6597,5831,58,0,679,0,0,29,0,29,1060,987,0,0,0,0,29,44,44,5041,147,0,0,0,0,67,0,0,12,0,143,112,11,118,89,1813,206,378,608,403,600,264,58,12
145,"Census Tract 8237.04, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:823704",4306,2087,38,98,193,87,53,17,65,74,4306,3760,3631,51,0,41,0,0,37,0,37,546,432,0,0,0,0,114,0,0,2935,55,0,0,0,0,0,0,0,0,13,19,16,71,25,20,855,95,201,366,321,630,173,43,32
146,"Census Tract 8239.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:823901",3735,1706,53,128,141,36,13,0,26,83,3735,3582,3184,49,0,266,10,0,73,46,27,153,78,0,59,0,0,16,0,0,2907,18,0,0,0,0,0,0,0,6,1,13,0,26,1,44,652,11,220,404,317,703,268,155,68
147,"Census Tract 8246.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824601",4820,2397,97,27,118,158,51,68,33,91,4820,4030,3872,59,0,17,0,0,82,0,82,790,610,0,0,0,0,180,0,0,3377,20,0,0,0,0,0,0,0,36,0,8,29,41,54,202,881,151,283,744,345,457,117,0,9
148,"Census Tract 8247.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824702",5700,3013,77,149,212,172,43,60,67,77,5700,4246,3368,676,0,47,0,0,155,0,155,1454,1119,3,111,0,0,202,19,19,4014,19,0,0,0,0,64,8,0,18,80,140,53,79,52,78,1300,210,270,635,511,397,88,0,12
149,"Census Tract 2002, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:200200",4805,2615,124,127,145,44,114,27,39,234,4805,709,411,132,24,85,0,30,27,0,27,4096,1583,38,0,27,0,2410,38,38,3232,226,0,0,26,11,41,58,86,119,0,80,75,49,56,158,958,128,206,425,162,239,102,11,16
150,"Census Tract 2214, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:221400",3067,1812,123,68,133,85,0,0,11,132,3067,1572,1340,111,0,91,12,0,18,0,18,1495,1202,0,0,0,0,232,61,0,2167,53,0,0,0,0,0,0,0,23,11,35,10,28,11,46,380,29,49,213,131,762,265,112,9
151,"Census Tract 2303, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:230300",1033,546,111,23,48,15,5,11,11,12,1033,101,78,0,20,0,0,0,3,3,0,932,274,0,0,0,0,658,0,0,585,39,0,0,0,0,10,0,0,61,9,32,0,9,16,33,153,19,29,63,27,61,20,4,0
152,"Census Tract 2309, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:230900",5330,2502,132,287,214,162,49,68,12,77,5330,2170,908,894,0,132,0,78,158,0,158,3160,937,50,10,0,0,2092,71,19,3343,67,0,0,6,0,0,0,63,89,5,113,83,84,36,81,843,82,111,521,165,673,254,57,10
153,"Census Tract 2311, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:231100",1348,618,56,96,69,13,11,14,8,28,1348,819,56,756,0,0,0,0,7,0,7,529,216,0,0,0,0,313,0,0,769,19,0,0,5,0,6,0,0,6,0,9,10,23,66,13,276,46,46,135,17,47,41,0,4
154,"Census Tract 2406, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:240600",1644,897,111,59,14,6,4,7,7,83,1644,1045,834,124,0,35,0,0,52,0,52,599,520,46,0,0,0,33,0,0,1133,0,0,0,30,8,5,0,0,9,0,0,14,0,6,40,194,11,29,39,51,406,152,121,18
155,"Census Tract 2434, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:243400",2804,1371,174,62,28,36,11,0,0,59,2804,1963,1427,249,0,159,0,0,128,9,119,841,435,22,0,0,0,274,110,46,2207,68,0,0,0,0,0,0,0,0,0,5,15,22,25,54,228,29,30,262,80,711,486,155,37
156,"Census Tract 2502, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:250200",2748,1289,99,121,120,93,13,48,19,65,2748,1621,42,1521,0,30,0,0,28,0,28,1127,365,6,0,0,0,756,0,0,1639,45,0,0,0,20,8,13,0,59,0,72,32,43,136,40,486,104,64,195,116,123,68,10,5
157,"Census Tract 2507, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:250700",5194,2339,104,109,198,119,0,20,58,122,5194,4579,0,4454,0,0,0,102,23,0,23,615,221,103,0,0,0,291,0,0,3872,19,0,0,0,0,0,0,0,15,30,57,13,85,194,21,1352,130,231,810,493,293,99,30,0
158,"Census Tract 2513, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:251300",4446,1992,76,141,163,47,111,34,26,105,4446,3763,174,3572,0,0,0,0,17,0,17,683,220,9,0,0,0,454,0,0,3114,29,6,21,6,0,9,0,0,66,0,108,86,135,164,76,1166,133,108,542,164,204,91,0,0
159,"Census Tract 2827, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:282700",2290,1116,87,65,43,81,13,18,19,84,2290,1715,301,1097,0,271,0,0,46,0,46,575,306,92,0,0,0,138,39,15,1428,8,0,0,0,6,16,0,0,42,0,20,37,5,37,52,295,11,94,179,57,332,192,24,21
160,"Census Tract 314, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:031400",4958,2333,83,0,47,0,0,0,0,118,4958,4576,3399,615,4,473,0,38,47,21,26,382,273,17,0,0,0,45,47,18,4425,0,0,0,0,0,0,0,0,19,0,1,33,24,61,47,266,29,126,171,193,1909,949,400,197
