,index,B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B03002_001E,B03002_002E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_010E,B03002_011E,B03002_012E,B03002_013E,B03002_014E,B03002_015E,B03002_016E,B03002_017E,B03002_018E,B03002_019E,B03002_020E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E
330,"Census Tract 2203, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:220300",2177,1121,66,68,50,24,12,0,13,26,2177,1496,1341,48,6,45,0,0,56,0,56,681,417,0,0,0,0,87,177,82,1639,15,0,0,0,0,4,3,5,41,11,6,0,0,9,33,139,22,61,184,63,661,298,65,19
331,"Census Tract 6301, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:630100",841,428,10,7,13,47,8,10,23,45,841,210,52,158,0,0,0,0,0,0,0,631,445,9,0,0,0,168,9,9,511,14,0,0,0,8,5,0,0,13,18,14,13,23,9,8,266,8,19,46,14,18,7,8,0
332,"Census Tract 6610, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:661000",5114,2078,142,98,129,138,102,62,68,50,5114,4666,37,4444,0,47,0,0,138,0,138,448,434,0,0,0,0,14,0,0,3330,0,0,0,0,0,10,25,25,22,54,57,45,200,146,52,1178,107,104,522,170,370,185,37,21
333,"Census Tract 6702, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:670200",953,413,60,25,33,28,0,0,0,11,953,905,30,868,7,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,5,0,22,27,26,18,21,259,25,50,81,22,27,12,0,0
334,"Census Tract 104, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:010400",5411,2446,100,183,49,13,355,69,39,339,5411,5021,3476,1125,0,295,0,0,125,48,77,390,285,53,0,0,0,40,12,12,2586,37,0,0,0,0,0,0,0,0,0,0,0,0,0,14,336,73,33,292,157,920,593,64,67
335,"Census Tract 3801, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:380100",1932,938,48,21,112,47,16,0,11,60,1932,1920,61,1827,12,0,0,0,20,0,20,12,0,0,0,0,0,0,12,0,1353,33,0,0,0,0,0,0,0,0,0,36,31,78,163,67,102,45,78,273,66,230,94,9,48
336,"Census Tract 6718, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:671800",1292,554,80,45,14,44,25,13,0,44,1292,1224,0,1174,0,0,0,0,50,0,50,68,0,0,0,0,0,68,0,0,773,18,0,0,0,0,0,27,0,0,0,21,0,39,17,35,203,86,31,169,41,60,26,0,0
337,"Census Tract 6911, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:691100",3304,1345,124,93,89,153,22,10,11,55,3304,3266,51,3172,0,0,0,20,23,0,23,38,0,28,0,0,0,0,10,0,1971,0,0,0,0,8,9,0,0,0,0,27,15,134,83,46,599,130,69,416,218,128,89,0,0
338,"Census Tract 5303, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:530300",4607,2275,115,215,203,140,37,0,41,57,4607,4572,3,4510,5,0,0,0,54,11,43,35,35,0,0,0,0,0,0,0,3095,9,0,0,0,0,43,0,8,0,0,10,80,70,74,156,607,162,351,816,233,333,127,0,16
339,"Census Tract 5609, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:560900",5263,2771,156,126,125,48,105,6,10,161,5263,3513,3388,16,0,29,0,0,80,0,80,1750,972,0,0,0,0,778,0,0,3889,54,0,0,0,0,8,0,0,48,8,21,122,32,30,110,1138,74,250,674,416,579,268,37,20
340,"Census Tract 5803, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:580300",2502,1341,29,67,147,105,48,23,9,85,2502,491,119,32,0,340,0,0,0,0,0,2011,923,0,86,0,0,1002,0,0,1701,112,0,1,17,20,47,28,13,296,32,148,109,10,37,51,364,54,18,169,90,53,14,0,18
341,"Census Tract 6113, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:611300",2481,1377,100,114,78,124,17,15,13,58,2481,315,187,128,0,0,0,0,0,0,0,2166,1713,0,0,0,0,453,0,0,1603,77,0,0,0,0,12,22,25,89,33,110,78,78,80,63,702,56,27,45,44,42,20,0,0
342,"Census Tract 6116, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:611600",1509,780,68,29,34,61,31,0,0,41,1509,678,36,610,0,13,0,0,19,0,19,831,548,0,0,0,0,265,18,18,937,51,0,0,0,0,0,21,0,15,34,5,0,64,12,60,462,75,52,33,38,15,0,0,0
343,"Census Tract 6203, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:620300",7706,3951,190,345,474,281,192,140,136,145,7706,1686,1458,214,14,0,0,0,0,0,0,6020,2350,0,16,0,0,3505,149,82,4263,204,0,0,61,39,71,70,11,215,29,96,259,86,48,55,1400,176,113,551,336,383,49,10,1
344,"Census Tract 6204, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:620400",4436,2109,53,168,381,136,92,34,56,83,4436,422,357,41,0,14,0,0,10,0,10,4014,1915,0,84,0,0,1982,33,0,2607,125,0,0,0,0,94,7,40,210,24,32,127,32,49,58,863,94,65,519,34,114,110,10,0
345,"Census Tract 1201, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:120100",3826,1801,97,128,121,65,52,17,24,59,3826,3426,3290,8,0,35,0,0,93,0,93,400,289,0,0,8,0,71,32,0,2629,18,0,0,0,0,0,0,0,13,0,9,9,8,0,0,328,48,114,339,53,960,484,161,85
346,"Census Tract 1401, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:140100",3613,1779,174,180,120,92,34,13,86,113,3613,1991,1031,565,0,388,0,0,7,0,7,1622,1127,0,39,0,0,375,81,74,2051,110,0,0,0,20,44,19,31,201,0,37,43,89,25,36,341,36,100,200,121,432,114,52,0
347,"Census Tract 1508, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:150800",4914,2655,142,148,143,104,11,12,9,149,4914,2276,1812,26,0,337,0,11,90,0,90,2638,910,40,71,0,0,1583,34,0,3599,50,0,0,0,0,100,31,33,296,7,36,186,48,152,47,648,120,201,534,169,563,331,25,22
348,"Census Tract 1511, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:151100",5612,2633,154,193,133,85,56,16,27,153,5612,2294,1983,10,8,273,0,0,20,0,20,3318,1708,26,0,0,68,1402,114,60,3768,20,0,0,25,26,0,29,0,69,20,113,117,178,171,115,964,242,227,477,277,488,179,22,9
349,"Census Tract 1601, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:160100",2688,1365,123,100,108,10,17,10,7,51,2688,1866,1265,10,13,376,0,0,202,0,202,822,684,0,0,2,0,121,15,5,1932,76,0,0,13,0,0,0,0,19,0,0,0,8,41,29,466,49,74,280,147,497,186,47,0
350,"Census Tract 1604, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:160400",4708,2362,112,124,105,50,69,20,25,54,4708,2771,2125,238,0,295,0,0,113,0,113,1937,1622,9,0,0,0,256,50,50,3527,47,0,0,36,18,0,17,19,21,0,192,0,96,44,92,788,58,260,423,194,850,292,58,22
351,"Census Tract 1711, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:171100",3844,1759,110,110,97,85,65,0,0,70,3844,2404,2173,78,0,95,0,0,58,0,58,1440,1026,10,0,0,0,360,44,44,2642,27,18,0,0,0,9,0,12,0,0,48,32,18,48,109,599,131,269,318,224,550,177,42,11
352,"Census Tract 1903, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:190300",5302,2372,139,122,122,51,39,16,59,127,5302,1812,1430,62,0,99,0,119,102,0,102,3490,2032,36,44,0,0,1332,46,46,3586,116,0,0,14,51,0,30,43,250,29,33,84,95,26,204,1138,84,94,561,185,382,167,0,0
353,"Census Tract 1909, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:190900",2226,1170,120,66,49,24,33,8,0,26,2226,298,234,34,0,0,0,21,9,0,9,1928,783,93,8,0,0,987,57,38,1474,25,0,0,0,24,29,56,18,74,0,70,22,60,51,149,430,62,48,149,68,96,19,24,0
354,"Census Tract 2003, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:200300",2130,1107,76,86,58,80,35,35,0,70,2130,269,214,0,0,55,0,0,0,0,0,1861,648,9,0,0,5,1134,65,59,1290,123,0,9,0,16,18,5,19,127,15,40,90,36,39,21,257,53,69,155,90,65,32,6,5
355,"Census Tract 2714, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:271400",1353,767,87,68,56,47,39,87,13,0,1353,1335,51,1219,0,27,0,0,38,0,38,18,11,7,0,0,0,0,0,0,778,4,0,0,0,0,18,0,0,0,0,5,13,22,85,34,164,28,13,166,69,110,40,7,0
356,"Census Tract 2801, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:280100",6567,3294,191,23,0,20,0,0,0,121,6567,6321,4910,214,0,1020,0,0,177,21,156,246,228,0,0,0,0,18,0,0,5787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,54,219,166,2624,1670,692,215
357,"Census Tract 8235, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:823500",4866,2269,133,214,153,144,62,23,31,154,4866,2579,1560,754,13,48,0,47,157,0,157,2287,1209,0,100,0,0,883,95,29,3208,75,0,0,0,10,35,10,21,99,0,0,25,50,62,64,919,263,107,369,354,472,217,44,12
358,"Census Tract 8215, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:821500",1833,887,31,109,137,57,19,11,13,40,1833,1815,36,1748,0,0,0,0,31,0,31,18,0,0,0,0,0,18,0,0,1128,5,0,0,0,0,0,0,0,0,0,38,27,25,51,70,357,62,81,240,53,76,43,0,0
359,"Census Tract 8218, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:821800",5440,2496,228,210,118,191,37,39,28,38,5440,4492,3184,1270,0,1,0,0,37,0,37,948,688,48,0,0,0,147,65,0,3623,15,0,0,0,0,0,10,0,0,0,83,30,10,10,88,941,85,180,537,317,799,395,123,0
360,"Census Tract 8234, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:823400",5029,2523,176,179,130,64,6,78,57,58,5029,2726,1396,1049,0,9,0,0,272,0,272,2303,805,9,23,0,0,1282,184,67,3337,55,0,12,13,0,23,7,6,57,0,44,11,111,50,39,1037,293,259,615,238,315,94,50,8
361,"Census Tract 8237.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:823702",6361,2750,302,138,203,104,78,16,64,39,6361,5608,4746,620,0,123,0,52,67,55,12,753,539,0,13,0,0,64,137,137,4308,126,0,0,0,0,0,0,13,0,0,32,79,51,23,84,1501,198,245,399,499,609,327,83,39
362,"Census Tract 8250, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:825000",5015,2708,89,145,197,45,98,61,105,100,5015,4208,3617,442,0,107,0,0,42,0,42,807,375,0,0,0,0,335,97,35,3592,0,0,0,0,40,96,0,0,153,0,63,27,69,60,66,1131,76,253,431,317,559,225,0,26
363,"Census Tract 8262.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:826201",3505,1613,45,47,42,62,57,58,0,37,3505,3447,556,2887,0,4,0,0,0,0,0,58,21,33,0,0,0,4,0,0,3017,53,0,0,0,0,0,0,28,0,13,25,13,77,52,59,417,119,249,940,189,533,215,35,0
364,"Census Tract 8263.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:826301",4092,1825,105,166,208,0,54,39,34,132,4092,3479,231,3215,0,23,0,0,10,0,10,613,250,111,0,0,0,42,210,0,2466,27,0,0,0,0,0,0,0,11,0,24,19,0,83,116,583,44,288,581,267,215,201,7,0
365,"Census Tract 8272, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:827200",4233,2236,101,176,228,66,71,0,50,94,4233,3331,479,2852,0,0,0,0,0,0,0,902,765,18,0,0,0,119,0,0,2850,81,0,0,0,15,11,0,15,41,33,59,221,34,175,71,738,113,240,422,113,315,144,9,0
366,"Census Tract 8278.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:827802",3372,1626,70,52,232,119,36,67,0,83,3372,3203,419,2771,0,13,0,0,0,0,0,169,0,0,0,0,0,169,0,0,2230,0,0,0,0,0,0,0,0,11,0,2,0,7,36,38,598,62,182,448,279,439,97,10,21
367,"Census Tract 8285.04, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:828504",6000,2876,251,229,191,318,31,58,165,238,6000,5470,1281,3874,0,22,0,54,239,0,239,530,204,86,0,0,0,164,76,44,3498,16,0,0,0,0,2,3,29,11,18,12,11,83,75,189,1036,60,123,839,477,415,86,13,0
368,"Census Tract 8288.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:828801",5890,3003,77,202,261,314,15,0,135,212,5890,4977,2269,2529,0,108,0,25,46,0,46,913,622,138,0,13,0,125,15,15,3870,30,0,0,0,0,0,0,3,0,0,8,27,20,147,33,648,82,257,623,308,851,553,203,77
369,"Census Tract 8292, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:829200",5637,3091,228,240,95,51,96,16,88,179,5637,2788,1534,1138,0,0,0,30,86,62,24,2849,1234,0,0,0,0,1544,71,71,3628,123,0,0,0,41,31,36,18,103,0,76,106,131,164,28,1066,156,243,790,126,272,101,17,0
370,"Census Tract 8293.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:829301",4219,1805,72,166,59,53,54,27,17,85,4219,3729,1262,2210,0,33,0,27,197,0,197,490,145,0,0,0,0,311,34,34,2906,28,0,0,0,0,0,0,0,152,0,30,8,38,49,89,530,70,172,613,206,621,196,96,8
371,"Census Tract 3404, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:340400",2150,1159,77,36,33,33,47,46,25,73,2150,2048,167,37,0,1790,0,0,54,54,0,102,11,0,0,0,0,90,1,1,1537,18,0,0,1,21,9,0,0,86,7,146,6,52,0,70,587,6,0,80,22,264,130,18,14
372,"Census Tract 3602, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:360200",1583,697,36,23,156,101,45,80,0,33,1583,1540,12,1462,0,66,0,0,0,0,0,43,43,0,0,0,0,0,0,0,801,34,0,0,0,0,0,4,0,0,0,37,29,7,78,3,192,25,98,190,17,76,4,0,7
373,"Census Tract 1908, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:190800",7222,3462,229,226,266,185,107,22,81,129,7222,1098,966,31,8,0,0,60,33,0,33,6124,1820,60,0,0,0,4148,96,74,4643,251,0,0,45,57,145,49,87,289,56,215,273,68,96,140,1186,191,134,552,211,364,174,51,9
374,"Census Tract 1912, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:191200",3832,1738,146,213,129,70,44,26,16,121,3832,190,130,59,0,1,0,0,0,0,0,3642,1230,12,19,14,13,2301,53,35,2097,49,0,0,17,54,49,63,46,377,53,61,116,52,52,225,352,90,82,186,64,81,13,1,14
375,"Census Tract 2101, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:210100",3517,1867,121,147,144,72,41,12,0,47,3517,2194,1687,138,0,283,33,0,53,0,53,1323,1121,0,0,0,0,202,0,0,2661,47,0,0,0,0,0,23,8,88,28,0,17,83,83,59,367,61,64,271,114,959,322,67,0
376,"Census Tract 2204, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:220400",2569,1443,135,8,7,8,35,0,16,95,2569,1859,1634,11,0,170,0,0,44,0,44,710,607,0,0,49,0,54,0,0,2050,8,0,0,0,18,0,0,19,0,20,0,45,40,0,36,301,23,22,250,52,753,300,137,26
377,"Census Tract 2408, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:240800",1587,717,60,17,29,20,11,10,8,25,1587,649,495,96,0,4,0,0,54,0,54,938,665,5,0,0,0,238,30,12,1122,26,0,0,0,0,0,0,10,36,0,22,10,8,28,78,198,16,36,179,59,257,99,6,54
378,"Census Tract 2430, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:243000",2273,1240,17,26,35,26,34,0,23,17,2273,1478,1315,61,0,88,0,0,14,0,14,795,435,0,0,0,0,360,0,0,1885,6,0,0,0,0,50,0,10,93,0,36,24,0,30,6,277,24,42,234,149,502,295,86,21
379,"Census Tract 2508, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:250800",2415,1095,121,82,80,76,21,13,0,42,2415,1941,50,1855,0,17,0,0,19,0,19,474,104,0,0,0,0,361,9,9,1524,32,0,0,0,0,25,0,0,6,0,57,70,61,52,56,515,121,54,233,120,64,52,0,6
380,"Census Tract 2517, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:251700",1321,622,54,33,74,43,30,34,0,68,1321,908,21,887,0,0,0,0,0,0,0,413,51,6,28,0,39,289,0,0,728,17,0,0,0,0,6,0,0,36,0,0,17,25,70,26,214,16,31,121,37,85,16,0,11
381,"Census Tract 8184.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:818401",3729,1950,135,107,118,61,47,27,49,92,3729,2829,1691,961,0,145,0,0,32,0,32,900,487,30,0,0,0,383,0,0,2647,37,0,0,0,0,0,0,0,0,0,34,31,57,55,61,702,104,149,432,149,504,204,99,29
382,"Census Tract 8165, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:816500",4582,2428,265,267,293,125,55,52,11,52,4582,912,692,187,0,8,0,0,25,0,25,3670,1858,25,8,0,0,1754,25,10,2655,57,0,0,0,19,54,53,0,284,35,98,89,70,48,95,755,139,143,197,280,183,50,3,3
383,"Census Tract 4206, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:420600",2017,820,71,122,35,60,39,0,30,52,2017,1945,60,1825,0,0,0,0,60,16,44,72,6,48,0,0,0,12,6,0,1166,7,0,0,0,0,0,0,0,0,0,21,0,29,22,26,322,79,54,327,67,118,82,6,6
384,"Census Tract 5202, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:520200",3572,1780,172,143,161,199,54,34,0,65,3572,631,366,256,0,9,0,0,0,0,0,2941,2638,44,0,0,0,206,53,23,1981,176,0,0,0,23,9,0,0,124,73,9,72,110,95,19,597,117,77,293,91,65,30,0,1
385,"Census Tract 4408, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:440800",1553,789,67,102,27,0,0,9,0,9,1553,1553,10,1531,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,6,0,0,0,0,3,0,0,0,0,0,13,37,110,7,265,103,109,223,79,99,33,18,0
386,"Census Tract 4602, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:460200",2678,1326,209,93,66,19,5,6,40,38,2678,1370,267,1103,0,0,0,0,0,0,0,1308,1014,25,0,0,0,201,68,68,1673,53,0,0,0,5,0,0,17,60,0,74,40,94,109,87,491,53,113,183,120,118,42,14,0
387,"Census Tract 4804, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:480400",5662,2801,166,162,159,66,29,35,34,51,5662,5583,148,5405,0,0,0,0,30,0,30,79,0,35,0,0,0,44,0,0,4561,308,0,21,0,0,0,0,0,17,0,89,14,17,41,20,1074,41,413,826,392,839,381,33,35
388,"Census Tract 5206, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:520600",2824,1253,76,94,121,81,64,17,0,19,2824,637,614,0,0,23,0,0,0,0,0,2187,2029,8,13,0,0,120,17,17,1862,37,0,0,37,0,23,17,0,91,0,49,37,66,66,40,603,141,117,202,135,122,50,29,0
389,"Census Tract 5603, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:560300",3283,1626,88,143,80,45,26,22,22,66,3283,1117,900,85,0,69,0,0,63,8,55,2166,1024,8,0,19,0,1094,21,9,2156,88,0,0,0,13,4,0,10,125,36,63,31,60,20,82,528,49,173,321,191,282,66,7,7
390,"Census Tract 5608, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:560800",6219,3044,215,281,173,92,36,43,0,148,6219,2957,2808,149,0,0,0,0,0,0,0,3262,1731,0,66,0,0,1371,94,83,4124,130,0,0,0,0,0,0,0,230,37,45,15,100,76,183,1273,70,330,614,227,529,190,43,32
391,"Census Tract 5802, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:580200",3534,1844,117,258,115,106,47,5,5,53,3534,667,204,12,0,399,0,0,52,4,48,2867,1300,24,17,11,0,1438,77,77,2066,86,0,0,27,16,46,19,13,339,15,38,82,112,17,91,580,72,79,173,101,131,20,9,0
392,"Census Tract 5804, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:580400",4551,2384,94,267,206,116,79,21,30,92,4551,1062,438,85,0,539,0,0,0,0,0,3489,1740,9,0,0,0,1650,90,0,2726,142,0,0,0,46,30,59,0,115,30,81,134,70,87,127,827,127,49,302,121,255,99,18,7
393,"Census Tract 5907, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:590700",3379,1762,163,143,187,96,71,0,19,104,3379,776,329,46,0,355,0,0,46,0,46,2603,1705,26,62,0,0,803,7,7,1930,84,0,0,7,4,11,0,75,105,67,135,12,39,66,57,450,44,51,202,148,265,83,25,0
394,"Census Tract 6104, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:610400",2135,1030,93,140,118,37,25,0,19,6,2135,47,14,33,0,0,0,0,0,0,0,2088,1001,7,45,0,0,1000,35,24,1088,27,0,0,13,31,28,13,12,238,0,26,44,40,6,34,354,24,0,99,11,78,0,10,0
395,"Census Tract 6108, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:610800",1595,788,67,109,45,56,28,14,27,35,1595,1230,1084,20,29,46,0,0,51,0,51,365,314,0,0,0,0,42,9,0,927,13,0,0,0,0,0,0,0,0,0,7,10,12,12,16,414,80,28,128,63,64,73,7,0
396,"Census Tract 6120, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:612000",1355,538,28,37,54,7,14,0,13,21,1355,1334,43,1291,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,861,17,0,0,0,0,0,0,0,0,21,20,0,9,47,25,340,73,40,182,27,35,25,0,0
397,"Census Tract 6121, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:612100",1013,389,32,0,23,5,0,37,0,40,1013,995,19,945,0,31,0,0,0,0,0,18,7,0,0,0,0,0,11,11,620,0,0,0,0,0,0,0,0,17,15,30,5,29,11,22,279,22,47,47,26,43,20,0,7
398,"Census Tract 6405, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:640500",3779,1654,81,105,48,81,25,13,20,97,3779,1935,1831,17,0,63,0,0,24,0,24,1844,1225,0,0,6,0,543,70,34,2696,35,0,0,0,0,0,13,0,13,61,61,63,47,13,86,731,115,208,448,211,365,180,11,35
399,"Census Tract 8009, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:800900",4431,2267,106,215,197,122,19,9,11,35,4431,4156,2678,62,0,1273,0,0,143,0,143,275,248,0,0,0,0,9,18,0,3095,10,0,0,0,0,0,0,0,0,0,0,0,28,0,0,252,60,75,197,144,1020,727,397,185
400,"Census Tract 8223.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:822301",3767,2019,192,160,94,101,60,31,6,127,3767,3135,2919,112,0,34,0,25,45,0,45,632,432,0,7,0,0,51,142,142,2479,21,0,0,0,0,0,0,0,0,8,48,12,46,29,131,616,31,183,517,262,515,60,0,0
401,"Census Tract 8226.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:822602",7404,3747,179,185,326,88,63,105,19,104,7404,6352,5118,600,0,591,0,0,43,0,43,1052,429,0,0,0,0,492,131,103,5416,145,0,0,0,0,0,16,37,0,0,0,0,68,32,138,1273,170,310,744,614,1036,509,275,49
402,"Census Tract 8238.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:823801",5439,2506,157,92,145,148,62,26,0,55,5439,5048,4794,14,0,164,0,0,76,0,76,391,216,0,0,0,0,147,28,28,4117,51,0,0,14,0,0,0,0,18,12,24,0,45,3,158,822,71,371,420,185,1089,558,176,100
403,"Census Tract 8241.05, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824105",6436,3119,168,145,201,95,86,51,11,123,6436,5929,5630,19,0,192,0,14,74,46,28,507,341,0,0,0,0,166,0,0,4678,29,0,0,0,0,27,24,0,0,0,0,0,18,44,32,890,23,517,634,391,1402,398,143,106
404,"Census Tract 8245.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824503",7133,3241,251,175,166,13,14,14,24,123,7133,6668,5952,547,0,169,0,0,0,0,0,465,310,0,0,0,0,117,38,38,5146,56,0,0,0,0,0,0,0,0,0,69,32,25,73,82,1276,104,265,927,315,1285,509,111,17
405,"Census Tract 4004, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:400400",1886,738,63,36,81,80,19,5,6,0,1886,1858,19,1828,0,0,0,0,11,0,11,28,0,28,0,0,0,0,0,0,1126,0,0,0,0,0,0,0,0,7,0,15,0,102,27,53,317,47,79,213,26,163,71,6,0
406,"Census Tract 4208, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:420800",2077,849,124,98,73,46,14,6,0,69,2077,1976,62,1875,0,20,0,0,19,0,19,101,86,0,0,0,0,0,15,15,1179,7,0,0,0,0,0,0,0,10,0,0,10,32,33,42,230,26,74,299,135,163,55,45,18
407,"Census Tract 8055.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:805501",4091,1968,127,124,184,87,43,8,26,53,4091,3861,3390,16,0,260,109,18,68,10,58,230,161,0,0,0,0,69,0,0,2713,73,0,0,0,0,0,0,8,7,0,39,0,16,30,17,522,24,111,249,205,972,318,106,16
408,"Census Tract 8058.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:805802",4762,2245,164,206,161,99,11,80,0,33,4762,4265,4027,21,0,97,0,0,120,0,120,497,446,0,0,0,0,51,0,0,3297,17,0,0,0,0,0,0,0,8,10,66,38,0,0,0,505,71,215,427,214,1002,519,130,75
409,"Census Tract 8059.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:805902",6405,3093,198,188,237,140,11,68,56,52,6405,5949,4791,39,0,1108,0,0,11,0,11,456,271,0,0,0,0,80,105,105,4577,22,0,0,0,0,0,0,64,34,6,117,11,26,48,28,909,146,205,288,384,1503,550,152,84
410,"Census Tract 8061.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806102",3715,2059,98,63,68,110,57,27,18,51,3715,3361,2317,288,17,738,0,0,1,0,1,354,263,0,0,0,0,91,0,0,2884,21,0,0,0,0,0,29,0,19,0,36,6,27,29,18,618,71,128,432,236,831,261,95,27
411,"Census Tract 8069, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806900",4867,2296,188,105,101,60,0,0,32,98,4867,4361,2423,36,0,1748,0,15,139,0,139,506,506,0,0,0,0,0,0,0,3874,118,0,0,0,0,0,0,17,0,0,10,21,27,0,37,672,68,194,466,341,1028,630,150,95
412,"Census Tract 8084, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:808400",4462,2094,142,99,113,121,18,39,8,69,4462,4234,2697,152,0,1268,0,88,29,29,0,228,162,0,0,66,0,0,0,0,3237,41,0,0,0,0,0,0,0,50,0,69,13,8,48,44,648,50,216,415,204,826,447,45,113
413,"Census Tract 8086, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:808600",2077,964,42,58,69,68,23,0,18,18,2077,2011,1917,2,5,87,0,0,0,0,0,66,56,0,0,0,0,10,0,0,1400,5,0,0,0,0,0,0,0,8,3,12,3,0,7,18,117,15,74,126,63,394,345,177,33
