,GEOID,total_pop,medhhinc,year,share_BA+,a35to64_share
2498,17031310400,1171,52379,2013-17,49.4,32.9
2499,17031310600,4377,31991,2013-17,33.6,33.9
2500,17031330200,3727,78925,2013-17,64.4,44.0
2501,17031310800,4397,48243,2013-17,18.8,34.0
2502,17031340500,1638,25242,2013-17,25.6,27.9
2503,17031351500,507,23700,2013-17,38.5,33.4
2504,17031390300,2830,21769,2013-17,33.6,31.4
2505,17031400800,2847,20959,2013-17,16.3,29.0
2506,17031410800,2987,40469,2013-17,70.2,30.5
2507,17031420300,2625,31849,2013-17,58.1,17.8
2508,17031430200,4866,22419,2013-17,28.5,28.700000000000003
2509,17031430500,3543,19129,2013-17,11.5,33.199999999999996
2510,17031431400,6406,21781,2013-17,21.5,49.699999999999996
2511,17031110100,5229,74440,2013-17,39.0,38.5
2512,17031110200,3235,80240,2013-17,34.1,43.1
2513,17031130200,1565,77800,2013-17,58.6,47.00000000000001
2514,17031803005,2704,75156,2013-17,53.1,44.5
2515,17031803300,5857,91620,2013-17,57.2,43.800000000000004
2516,17031803605,7286,96917,2013-17,56.0,41.9
2517,17031271800,783,16477,2013-17,9.9,22.9
2518,17031280800,1008,21250,2013-17,19.0,36.800000000000004
2519,17031280900,1014,19485,2013-17,22.8,36.400000000000006
2520,17031281900,5719,88708,2013-17,91.5,31.7
2521,17031291200,2664,24650,2013-17,15.9,23.199999999999996
2522,17031803902,3507,86036,2013-17,25.8,45.6
2523,17031804104,4899,112882,2013-17,60.1,46.1
2524,17031804105,4088,128594,2013-17,63.0,46.5
2525,17031804202,7440,113156,2013-17,60.9,45.599999999999994
2526,17031804805,6456,83167,2013-17,34.8,44.3
2527,17031390700,5377,53015,2013-17,68.1,27.6
2528,17031410500,2463,47614,2013-17,68.9,30.999999999999996
2529,17031411200,1681,84333,2013-17,86.6,41.099999999999994
2530,17031420700,3269,19042,2013-17,15.8,33.5
2531,17031450300,3650,45156,2013-17,20.4,37.8
2532,17031500300,1417,41587,2013-17,42.4,47.400000000000006
2533,17031520500,5112,62203,2013-17,19.0,40.199999999999996
2534,17031530400,1973,48036,2013-17,27.2,40.6
2535,17031550100,6523,56445,2013-17,13.8,46.7
2536,17031560200,1724,48333,2013-17,16.7,41.8
2537,17031560400,1727,52969,2013-17,12.6,39.7
2538,17031570100,1294,54792,2013-17,10.9,42.199999999999996
2539,17031580800,2123,40238,2013-17,6.1,34.10000000000001
2540,17031611000,918,20813,2013-17,6.7,34.0
2541,17031826401,3927,52021,2013-17,17.0,39.800000000000004
2542,17031826901,1767,17679,2013-17,4.0,35.8
2543,17031827000,3641,29461,2013-17,16.2,42.300000000000004
2544,17031828300,3268,55595,2013-17,18.6,41.9
2545,17031740300,4957,110268,2013-17,38.3,43.0
2546,17031530600,2636,32674,2013-17,8.4,45.800000000000004
2547,17031804607,6846,99559,2013-17,40.6,47.19999999999999
2548,17031804709,5868,57128,2013-17,36.0,34.0
2549,17031805001,4792,99327,2013-17,54.5,41.400000000000006
2550,17031805110,4410,71471,2013-17,47.0,37.4
2551,17031805201,3776,108295,2013-17,34.4,37.300000000000004
2552,17031805202,4445,84541,2013-17,48.2,41.1
2553,17031830202,3612,102796,2013-17,25.1,47.8
2554,17031828402,3849,49342,2013-17,31.6,41.4
2555,17031828601,4009,79005,2013-17,43.7,42.1
2556,17031830003,7531,88873,2013-17,41.7,45.300000000000004
2557,17031830100,3141,64550,2013-17,30.9,37.400000000000006
2558,17031830300,4802,27982,2013-17,25.8,41.099999999999994
2559,17031640300,6954,69600,2013-17,20.3,39.1
2560,17031650500,4509,60459,2013-17,13.1,35.2
2561,17031670400,1680,26289,2013-17,7.1,32.9
2562,17031680900,3143,15612,2013-17,8.4,28.7
2563,17031681100,3097,15806,2013-17,6.1,28.899999999999995
2564,17031681300,2325,25735,2013-17,11.0,29.4
2565,17031690400,3253,22078,2013-17,16.2,46.9
2566,17031700200,6708,56779,2013-17,16.0,37.900000000000006
2567,17031711500,2677,39188,2013-17,13.4,39.0
2568,17031730600,3621,41307,2013-17,24.9,44.3
2569,17031740200,6523,97450,2013-17,38.5,36.9
2570,17031750100,4014,38859,2013-17,21.3,37.3
2571,17031750200,2868,66326,2013-17,50.2,47.5
2572,17031750300,2452,85888,2013-17,50.4,40.50000000000001
2573,17031750400,3212,93188,2013-17,47.1,44.6
2574,17031770500,4142,42383,2013-17,8.0,40.8
2575,17031800400,3844,250001,2013-17,91.0,45.300000000000004
2576,17031480100,2208,64191,2013-17,28.2,40.300000000000004
2577,17031825304,4157,75154,2013-17,28.9,34.8
2578,17031824122,6374,91502,2013-17,43.4,42.8
2579,17031824121,3197,80230,2013-17,37.6,41.5
2580,17031440700,1513,37500,2013-17,32.3,45.4
2581,17031470100,2254,24821,2013-17,14.1,34.7
2582,17031491100,4488,43382,2013-17,25.1,38.4
2583,17031491300,2465,25912,2013-17,11.7,34.6
2584,17031510100,3027,42632,2013-17,6.4,36.1
2585,17031520100,2019,35365,2013-17,9.3,39.00000000000001
2586,17031530100,2252,34667,2013-17,5.6,37.599999999999994
2587,17031530200,4296,29539,2013-17,13.7,33.3
2588,17031560100,1605,60781,2013-17,13.1,37.300000000000004
2589,17031580100,2885,39688,2013-17,14.3,40.199999999999996
2590,17031580600,5297,42360,2013-17,13.2,36.300000000000004
2591,17031590500,1791,55667,2013-17,26.2,41.0
2592,17031600400,4602,32500,2013-17,22.6,38.1
2593,17031810000,4744,82833,2013-17,80.3,43.599999999999994
2594,17031630200,2089,35625,2013-17,5.6,35.400000000000006
2595,17031580700,6356,43553,2013-17,10.3,32.4
2596,17031190402,5434,46993,2013-17,15.6,38.199999999999996
2597,17031832100,3234,69476,2013-17,68.8,27.200000000000003
2598,17031843800,1699,45833,2013-17,7.3,48.400000000000006
2599,17031842800,7420,32236,2013-17,5.9,35.7
2600,17031980100,0,-666666666,2013-17,-666666666.0,-3999999996.0
2601,17031842400,3084,39161,2013-17,29.2,47.699999999999996
2602,17031804311,8540,97305,2013-17,44.4,41.00000000000001
2603,17031836100,2163,25462,2013-17,16.9,28.5
2604,17031835700,592,-666666666,2013-17,14.8,22.4
2605,17031836400,3308,30137,2013-17,39.1,39.2
2606,17031836500,1754,32583,2013-17,19.1,40.89999999999999
2607,17031839600,1521,35461,2013-17,42.4,42.300000000000004
2608,17031840000,2891,71989,2013-17,35.2,43.4
2609,17031835600,910,26458,2013-17,14.5,31.099999999999998
2610,17031831900,2818,101612,2013-17,84.8,28.5
2611,17031830600,4670,49138,2013-17,45.1,39.0
2612,17031830900,2794,96553,2013-17,65.6,39.2
2613,17031830700,3627,44661,2013-17,45.9,42.900000000000006
2614,17031830800,2623,71607,2013-17,70.9,41.5
2615,17031819600,3750,142396,2013-17,73.6,45.400000000000006
2616,17031827804,3025,69777,2013-17,37.6,46.400000000000006
2617,17031827500,6036,30684,2013-17,8.9,38.900000000000006
2618,17031827801,5243,60354,2013-17,25.2,36.1
2619,17031828506,8893,49352,2013-17,23.5,38.6
2620,17031829100,3544,23016,2013-17,10.2,34.1
2621,17031829500,4151,33646,2013-17,7.4,42.3
2622,17031830004,7641,97616,2013-17,38.1,40.3
2623,17031830005,4127,98588,2013-17,48.5,36.4
2624,17031830006,2118,54620,2013-17,33.3,42.50000000000001
2625,17031830201,5595,42171,2013-17,34.8,42.599999999999994
2626,17031808800,3764,128875,2013-17,88.9,37.3
2627,17031809200,4678,48575,2013-17,22.5,36.8
2628,17031810501,5170,74837,2013-17,29.1,40.0
2629,17031811100,6077,39893,2013-17,19.1,45.0
2630,17031811200,5381,57337,2013-17,22.0,40.400000000000006
2631,17031812500,3131,53750,2013-17,56.1,39.4
2632,17031812700,3355,57181,2013-17,66.9,40.800000000000004
2633,17031814000,5256,46345,2013-17,7.5,34.8
2634,17031815000,3981,49056,2013-17,20.3,37.300000000000004
2635,17031815400,5037,60625,2013-17,37.2,40.0
2636,17031816600,4687,40726,2013-17,9.3,38.8
2637,17031817101,4594,46558,2013-17,21.7,40.900000000000006
