,GEOID,total_pop,medhhinc,year,share_BA+,a35to64_share
1019,17031802505,6888,52016,2010-14,30.0,36.6
1020,17031802506,2904,55603,2010-14,15.8,34.1
1021,17031802605,7204,74883,2010-14,56.5,43.2
1022,17031802607,1329,73750,2010-14,36.7,39.4
1023,17031802608,6465,63736,2010-14,45.2,42.9
1024,17031802609,6477,50760,2010-14,24.6,36.6
1025,17031802610,1614,86125,2010-14,45.0,42.699999999999996
1026,17031802701,6715,74375,2010-14,34.3,46.8
1027,17031802702,4718,80495,2010-14,38.2,41.5
1028,17031802801,5105,91827,2010-14,55.5,43.1
1029,17031802802,6468,85951,2010-14,41.9,41.099999999999994
1030,17031802900,6052,100417,2010-14,60.9,43.599999999999994
1031,17031803005,2744,63405,2010-14,60.0,42.599999999999994
1032,17031803007,4802,104059,2010-14,65.3,51.2
1033,17031803008,4542,93750,2010-14,56.3,42.3
1034,17031803010,4698,102629,2010-14,64.1,46.300000000000004
1035,17031803012,2319,69595,2010-14,68.6,48.5
1036,17031803013,5269,76181,2010-14,54.0,44.5
1037,17031803014,3296,57378,2010-14,40.2,43.0
1038,17031803015,4535,71458,2010-14,50.6,40.1
1039,17031803016,2361,76300,2010-14,65.5,35.800000000000004
1040,17031803017,5504,78417,2010-14,62.5,41.199999999999996
1041,17031803100,3331,102326,2010-14,60.7,44.6
1042,17031803200,5898,77750,2010-14,47.8,35.800000000000004
1043,17031803300,5729,67004,2010-14,57.4,39.1
1044,17031803400,6197,98542,2010-14,51.8,43.7
1045,17031803500,6327,89375,2010-14,59.3,38.6
1046,17031803603,6725,112222,2010-14,71.4,49.4
1047,17031803604,4450,72344,2010-14,43.5,40.5
1048,17031803605,7462,91083,2010-14,49.9,42.9
1049,17031803606,9166,37182,2010-14,25.7,29.999999999999996
1050,17031803607,5046,104308,2010-14,58.1,42.6
1051,17031803608,7773,74170,2010-14,52.0,39.6
1052,17031803610,7491,74114,2010-14,56.4,42.599999999999994
1053,17031803611,5881,55185,2010-14,34.5,41.099999999999994
1054,17031803612,3606,49388,2010-14,24.6,34.5
1055,17031803701,2658,68324,2010-14,66.0,44.2
1056,17031803702,5952,81135,2010-14,58.8,44.4
1057,17031803800,5000,79167,2010-14,41.3,43.9
1058,17031803901,3363,58276,2010-14,41.5,45.300000000000004
1059,17031803902,3710,70257,2010-14,23.1,44.0
1060,17031804000,4487,61595,2010-14,22.3,44.800000000000004
1061,17031804102,6621,123553,2010-14,73.5,50.5
1062,17031804104,5079,99938,2010-14,56.5,51.199999999999996
1063,17031804105,4320,122228,2010-14,64.4,48.300000000000004
1064,17031804106,7009,84136,2010-14,60.9,48.3
1065,17031804108,3815,68413,2010-14,72.7,26.900000000000002
1066,17031804109,2992,84420,2010-14,59.8,45.7
1067,17031804201,7989,141688,2010-14,74.2,47.2
1068,17031804202,7838,120625,2010-14,56.7,45.599999999999994
1069,17031804305,7962,69375,2010-14,17.5,42.300000000000004
1070,17031804306,6138,65833,2010-14,14.9,37.0
1071,17031804308,5157,69698,2010-14,46.4,42.699999999999996
1072,17031804309,2957,52045,2010-14,17.2,39.00000000000001
1073,17031804310,9358,96194,2010-14,48.7,41.900000000000006
1074,17031804311,8507,96310,2010-14,46.7,43.900000000000006
1075,17031804403,6834,75324,2010-14,51.4,38.39999999999999
1076,17031804404,5326,75457,2010-14,13.4,37.2
1077,17031804405,3376,50236,2010-14,10.7,30.1
1078,17031804406,6194,56471,2010-14,26.1,42.4
1079,17031804505,3652,66139,2010-14,35.8,43.400000000000006
1080,17031804506,4988,91972,2010-14,56.2,48.2
1081,17031804507,12552,100413,2010-14,48.6,45.4
1082,17031804508,2469,54375,2010-14,22.5,32.800000000000004
1083,17031804509,5594,75200,2010-14,17.9,38.2
1084,17031804510,6713,54551,2010-14,6.5,37.7
1085,17031804511,2643,49381,2010-14,30.1,37.4
1086,17031804603,5285,51731,2010-14,37.5,32.800000000000004
1087,17031804606,7363,97083,2010-14,49.8,49.5
1088,17031804607,6870,97444,2010-14,40.4,47.8
1089,17031804608,3612,70350,2010-14,50.2,47.3
1090,17031804609,5739,88750,2010-14,59.1,39.6
1091,17031804610,2348,68158,2010-14,52.7,48.300000000000004
1092,17031804611,4437,76167,2010-14,47.8,47.9
1093,17031804701,6794,61108,2010-14,48.7,32.4
1094,17031804705,3937,59833,2010-14,43.4,41.900000000000006
1095,17031804706,2506,99688,2010-14,41.0,47.2
1096,17031804709,6100,53045,2010-14,29.1,34.1
1097,17031804710,4393,79091,2010-14,37.3,44.6
1098,17031804711,8091,62756,2010-14,52.1,33.9
1099,17031804712,5609,98368,2010-14,42.7,41.4
1100,17031804713,4313,77551,2010-14,65.6,32.699999999999996
1101,17031804714,3413,89469,2010-14,50.5,43.5
1102,17031804715,3375,58542,2010-14,15.7,33.7
1103,17031804716,5686,85880,2010-14,45.7,41.900000000000006
1104,17031804803,5805,77688,2010-14,39.3,44.89999999999999
1105,17031804804,6897,68036,2010-14,34.8,43.3
1106,17031804805,7043,79053,2010-14,33.3,45.2
1107,17031804806,3891,62500,2010-14,16.5,42.1
1108,17031804807,5003,64408,2010-14,29.4,40.4
1109,17031804808,2555,78934,2010-14,35.2,45.7
1110,17031804809,4188,98333,2010-14,48.3,44.6
1111,17031804810,7017,70574,2010-14,38.5,37.3
1112,17031804901,6334,78245,2010-14,57.6,48.4
1113,17031804902,5753,82452,2010-14,41.5,42.199999999999996
1114,17031805001,4856,90150,2010-14,56.0,43.3
1115,17031805002,6647,51998,2010-14,26.8,38.5
1116,17031805105,7268,53577,2010-14,18.4,30.799999999999997
1117,17031805106,2668,69417,2010-14,51.6,41.8
1118,17031805107,6953,48229,2010-14,26.6,34.900000000000006
1119,17031805108,7144,50260,2010-14,28.0,36.5
1120,17031805109,4322,72399,2010-14,40.6,40.8
1121,17031805110,4214,65035,2010-14,53.1,38.3
1122,17031805111,7548,56273,2010-14,31.0,42.1
1123,17031805112,2947,49321,2010-14,31.4,39.1
1124,17031805201,3315,84821,2010-14,40.0,42.699999999999996
1125,17031805202,4025,82132,2010-14,57.2,40.900000000000006
1126,17031805301,3236,58889,2010-14,36.7,38.3
1127,17031805302,3519,72188,2010-14,53.6,40.0
1128,17031805401,3847,72892,2010-14,34.1,39.5
1129,17031805402,4790,54676,2010-14,28.6,40.400000000000006
1130,17031805501,3759,82690,2010-14,56.6,42.7
1131,17031805502,3947,101389,2010-14,70.5,40.8
1132,17031805600,4679,109511,2010-14,67.9,41.8
1133,17031805701,5151,86740,2010-14,56.2,45.0
1134,17031805702,1899,90132,2010-14,62.1,47.8
1135,17031805801,2385,80000,2010-14,58.2,41.5
1136,17031805802,4939,90350,2010-14,51.3,46.9
1137,17031805901,4068,73713,2010-14,48.6,37.6
1138,17031805902,6448,84352,2010-14,45.2,40.6
1139,17031806001,6263,47804,2010-14,36.5,43.099999999999994
1140,17031806002,7762,53429,2010-14,41.3,40.3
1141,17031806003,7652,50722,2010-14,45.4,40.1
1142,17031806004,7671,42258,2010-14,25.8,39.4
1143,17031806102,4140,76146,2010-14,30.4,42.6
1144,17031806103,5308,78321,2010-14,36.2,44.0
1145,17031806104,4941,39667,2010-14,24.3,40.1
1146,17031806201,4549,61205,2010-14,64.7,34.699999999999996
1147,17031806202,4434,65578,2010-14,57.1,37.400000000000006
1148,17031806300,4843,74018,2010-14,27.7,44.5
1149,17031806400,2459,61458,2010-14,20.3,48.4
1150,17031806501,2519,49358,2010-14,25.2,45.6
1151,17031806502,4372,58344,2010-14,26.5,41.8
1152,17031806600,3436,67096,2010-14,35.9,43.99999999999999
1153,17031806700,4217,96667,2010-14,69.0,43.300000000000004
1154,17031806801,3878,58958,2010-14,47.0,44.7
1155,17031806802,2965,79438,2010-14,58.2,43.2
1156,17031806900,4685,62558,2010-14,43.6,41.5
1157,17031807000,5924,39475,2010-14,37.0,41.6
1158,17031807100,3652,120991,2010-14,64.2,38.4
1159,17031807200,5836,82138,2010-14,47.7,43.099999999999994
1160,17031807300,7425,55096,2010-14,45.7,40.7
1161,17031807400,6836,55385,2010-14,41.9,40.1
1162,17031807500,3437,82545,2010-14,42.6,42.4
1163,17031807600,6366,63881,2010-14,42.1,43.0
1164,17031807700,6239,52527,2010-14,49.6,42.4
1165,17031807800,2755,77108,2010-14,39.7,39.8
1166,17031807900,4074,109074,2010-14,62.8,42.5
1167,17031808001,3891,97238,2010-14,57.2,35.4
1168,17031808002,4688,77197,2010-14,58.9,39.900000000000006
1169,17031808100,3552,46488,2010-14,35.2,36.3
1170,17031808200,5600,66524,2010-14,34.4,40.8
1171,17031808301,5923,70887,2010-14,51.0,37.1
1172,17031808302,3947,70609,2010-14,44.7,46.8
1173,17031808400,4387,82240,2010-14,45.6,37.5
1174,17031808500,4072,81981,2010-14,46.3,43.6
1175,17031808600,2060,122813,2010-14,71.8,42.2
1176,17031808702,5601,55865,2010-14,82.5,4.800000000000001
1177,17031808800,3693,113421,2010-14,89.7,39.9
1178,17031808900,4014,108365,2010-14,85.4,44.7
1179,17031809000,4164,134375,2010-14,81.2,40.599999999999994
1180,17031809100,3345,93393,2010-14,87.1,44.900000000000006
1181,17031809200,5153,50930,2010-14,25.2,34.9
1182,17031809300,4529,19206,2010-14,75.6,21.4
1183,17031809400,5194,43485,2010-14,84.0,30.1
1184,17031809500,3546,55268,2010-14,70.0,33.6
1185,17031809600,3483,67443,2010-14,48.6,39.300000000000004
1186,17031809700,3971,80536,2010-14,43.9,42.800000000000004
1187,17031809800,3025,69519,2010-14,57.3,45.99999999999999
1188,17031809900,3009,112892,2010-14,87.9,45.7
1189,17031810000,4925,70606,2010-14,87.9,44.6
1190,17031810100,4823,65323,2010-14,62.3,40.29999999999999
1191,17031810200,5939,53355,2010-14,44.6,44.7
1192,17031810301,3608,61078,2010-14,36.1,44.800000000000004
1193,17031810302,3260,71149,2010-14,69.3,49.1
1194,17031810400,5381,77436,2010-14,49.5,46.2
1195,17031810501,5105,65986,2010-14,20.3,41.6
1196,17031810502,5064,47955,2010-14,20.6,39.9
1197,17031810600,4718,47664,2010-14,22.7,49.1
1198,17031810701,5046,39635,2010-14,17.1,43.10000000000001
1199,17031810702,3970,46621,2010-14,22.5,39.5
1200,17031810800,5515,69792,2010-14,19.9,42.0
1201,17031810900,6248,51696,2010-14,17.6,45.0
1202,17031811000,4181,80236,2010-14,43.5,40.5
1203,17031811100,6161,38036,2010-14,19.0,44.4
1204,17031811200,5708,55529,2010-14,17.8,41.9
1205,17031811301,5200,61466,2010-14,14.8,39.199999999999996
1206,17031811302,3575,41250,2010-14,6.0,34.6
1207,17031811401,5177,54456,2010-14,17.9,43.400000000000006
1208,17031811402,4439,54063,2010-14,20.2,43.599999999999994
1209,17031811500,5983,68600,2010-14,14.4,42.6
1210,17031811600,5982,42152,2010-14,19.3,45.0
1211,17031811701,3831,47917,2010-14,10.6,33.4
1212,17031811702,4653,56250,2010-14,7.8,40.2
1213,17031811800,5561,73864,2010-14,11.0,34.9
1214,17031811900,5935,125083,2010-14,73.4,38.699999999999996
1215,17031812000,5276,101818,2010-14,71.5,46.6
1216,17031812100,4351,76064,2010-14,56.6,51.3
1217,17031812200,4162,200341,2010-14,82.5,46.7
1218,17031812301,3537,67905,2010-14,70.5,39.6
1219,17031812302,2852,103250,2010-14,67.3,43.8
1220,17031812400,3550,171000,2010-14,86.3,49.099999999999994
1221,17031812500,3708,55069,2010-14,61.5,39.1
1222,17031812600,3395,55595,2010-14,61.9,42.0
1223,17031812700,3155,69219,2010-14,66.4,38.5
1224,17031812801,2769,43189,2010-14,60.9,37.4
1225,17031812802,2713,63611,2010-14,74.9,42.599999999999994
1226,17031812900,5037,82302,2010-14,73.1,43.9
1227,17031813000,3415,86196,2010-14,65.9,45.8
1228,17031813100,4799,80304,2010-14,60.9,46.7
1229,17031813200,4545,98205,2010-14,65.0,45.1
1230,17031813301,3431,31519,2010-14,5.3,33.6
1231,17031813302,3772,42232,2010-14,5.2,34.8
1232,17031813400,7914,39903,2010-14,7.3,35.0
1233,17031813500,8203,52463,2010-14,4.9,32.9
1234,17031813600,5212,43494,2010-14,4.3,33.99999999999999
1235,17031813701,3465,43457,2010-14,4.7,41.2
1236,17031813702,4050,36885,2010-14,5.2,31.9
1237,17031813801,3120,42951,2010-14,2.3,34.1
1238,17031813802,5243,40292,2010-14,5.3,27.8
1239,17031813900,6466,40957,2010-14,6.0,30.2
1240,17031814000,5137,53333,2010-14,6.4,34.7
1241,17031814100,4306,35938,2010-14,9.1,32.3
1242,17031814200,6808,35554,2010-14,7.2,29.0
1243,17031814300,4608,34494,2010-14,5.8,27.299999999999997
1244,17031814400,7609,50104,2010-14,9.7,35.8
1245,17031814500,5079,59375,2010-14,10.5,32.4
1246,17031814600,5350,52482,2010-14,13.4,33.49999999999999
1247,17031814700,6238,52763,2010-14,19.7,35.199999999999996
1248,17031814800,5911,64282,2010-14,30.2,40.099999999999994
1249,17031814900,6711,42004,2010-14,8.6,36.8
1250,17031815000,4307,46580,2010-14,21.0,33.099999999999994
1251,17031815100,4244,47188,2010-14,16.1,34.8
1252,17031815200,6377,52128,2010-14,6.9,43.2
1253,17031815300,3845,66058,2010-14,21.0,44.1
1254,17031815400,5656,68049,2010-14,32.9,46.0
1255,17031815500,8123,58609,2010-14,25.3,38.0
1256,17031815600,5120,52568,2010-14,26.2,40.5
1257,17031815701,3872,101071,2010-14,61.7,43.3
1258,17031815702,5073,85759,2010-14,52.5,44.7
1259,17031815800,1557,80625,2010-14,44.5,42.9
1260,17031815900,4593,44578,2010-14,45.2,49.1
1261,17031816000,3396,55734,2010-14,50.4,40.5
1262,17031816100,6213,55160,2010-14,42.3,43.400000000000006
1263,17031816200,3454,40735,2010-14,14.6,37.0
1264,17031816300,5351,58324,2010-14,8.2,37.3
1265,17031816401,5092,42983,2010-14,4.6,33.2
1266,17031816402,4669,45000,2010-14,13.2,34.599999999999994
1267,17031816500,4575,43884,2010-14,6.9,36.3
1268,17031816600,4770,37056,2010-14,9.3,33.4
1269,17031816700,2832,52204,2010-14,9.2,35.1
1270,17031816800,5364,61841,2010-14,22.5,40.400000000000006
1271,17031816900,5895,57674,2010-14,9.6,39.6
1272,17031817000,5054,56159,2010-14,7.7,40.5
1273,17031817101,4703,36796,2010-14,15.2,39.1
1274,17031817102,3468,52384,2010-14,3.8,37.7
1275,17031817200,4504,36111,2010-14,7.7,40.8
1276,17031817300,2377,37328,2010-14,4.2,32.599999999999994
1277,17031817400,4281,54665,2010-14,13.6,31.6
1278,17031817500,3911,31319,2010-14,7.9,37.8
1279,17031817600,3874,41011,2010-14,9.0,41.800000000000004
1280,17031817700,5201,54119,2010-14,12.9,38.0
1281,17031817900,5482,51327,2010-14,18.0,47.800000000000004
1282,17031818000,4451,59180,2010-14,11.7,43.4
1283,17031818100,2417,65074,2010-14,38.5,37.5
1284,17031818200,4554,65640,2010-14,27.5,44.900000000000006
1285,17031818300,6327,52841,2010-14,20.2,41.800000000000004
1286,17031818401,3425,63194,2010-14,23.4,41.900000000000006
1287,17031841000,683,28536,2010-14,64.2,42.5
1288,17031841100,7622,25292,2010-14,23.3,37.099999999999994
1289,17031841200,5685,31834,2010-14,14.0,34.2
1290,17031841300,4221,32725,2010-14,14.5,35.400000000000006
1291,17031841400,1309,28571,2010-14,11.7,27.299999999999997
1292,17031841500,2672,16524,2010-14,0.8,26.700000000000003
1293,17031841600,817,17417,2010-14,14.2,25.6
1294,17031841700,1613,17474,2010-14,3.3,44.0
1295,17031841800,2646,32903,2010-14,10.4,41.9
1296,17031841900,5774,102699,2010-14,76.9,22.8
1297,17031842000,3017,75804,2010-14,27.7,19.9
1298,17031842100,6573,27486,2010-14,5.5,38.1
1299,17031842200,2344,80461,2010-14,71.7,34.1
1300,17031842300,3499,115060,2010-14,70.3,39.00000000000001
1301,17031842400,3374,35349,2010-14,24.5,44.199999999999996
1302,17031842500,2375,10810,2010-14,2.6,19.7
1303,17031842600,4988,55455,2010-14,18.1,43.60000000000001
1304,17031842800,7638,34263,2010-14,2.8,37.2
1305,17031842900,2246,17336,2010-14,15.5,26.599999999999998
1306,17031843000,3138,21076,2010-14,7.2,28.4
1307,17031843100,2273,34509,2010-14,10.0,34.1
1308,17031843200,2725,34877,2010-14,14.7,33.8
1309,17031843300,1772,36083,2010-14,6.3,37.7
1310,17031843400,1460,33095,2010-14,9.9,36.1
1311,17031843500,8881,26042,2010-14,0.9,36.5
1312,17031843600,2609,25745,2010-14,30.5,34.3
1313,17031843700,2279,76488,2010-14,56.5,40.400000000000006
1314,17031843800,1856,33229,2010-14,2.5,36.0
1315,17031843900,3628,27303,2010-14,29.4,41.0
1316,17031980000,0,-666666666,2010-14,-666666666.0,-3999999996.0
1317,17031980100,0,-666666666,2010-14,-666666666.0,-3999999996.0
1318,17031990000,0,-666666666,2010-14,-666666666.0,-3999999996.0
1319,17031561000,5541,84863,2013-17,32.5,43.900000000000006
1320,17031640100,1600,57045,2013-17,14.0,33.9
1321,17031630500,6464,44063,2013-17,2.6,32.5
1322,17031611100,2307,24972,2013-17,3.4,30.900000000000002
1323,17031611400,3298,35016,2013-17,5.0,32.300000000000004
1324,17031640600,4246,42274,2013-17,13.8,41.599999999999994
1325,17031650400,6979,49135,2013-17,8.9,32.99999999999999
1326,17031660500,5075,40000,2013-17,7.2,33.00000000000001
1327,17031661100,6544,46050,2013-17,5.7,37.9
1328,17031670600,1068,14848,2013-17,6.6,33.9
1329,17031690500,736,31923,2013-17,21.2,33.8
1330,17031691000,2444,49297,2013-17,26.9,50.7
1331,17031710400,5458,35581,2013-17,9.8,40.0
1332,17031740400,4669,82128,2013-17,35.1,43.6
1333,17031770800,5463,60017,2013-17,20.3,45.4
1334,17031800800,2268,88534,2013-17,74.3,37.3
1335,17031081000,7698,51905,2013-17,57.9,22.300000000000004
1336,17031030400,2708,45850,2013-17,55.3,40.4
1337,17031030900,3143,88000,2013-17,60.6,45.9
1338,17031031900,2526,61211,2013-17,68.0,38.400000000000006
1339,17031050200,5214,74375,2013-17,60.0,40.4
1340,17031802801,4756,92760,2013-17,51.9,44.0
1341,17031803100,3442,115395,2013-17,58.7,44.800000000000004
1342,17031801607,5335,83177,2013-17,65.7,39.300000000000004
1343,17031802100,3463,148594,2013-17,75.5,45.8
1344,17031803607,4885,105568,2013-17,55.2,42.699999999999996
1345,17031804606,7264,100192,2013-17,36.5,44.8
1346,17031804705,4100,60134,2013-17,43.8,41.8
1347,17031804710,3972,74615,2013-17,46.1,46.1
1348,17031804711,8325,69082,2013-17,49.0,34.800000000000004
1349,17031805106,2990,73300,2013-17,51.3,40.400000000000006
1350,17031805109,4179,81029,2013-17,45.8,40.7
1351,17031805002,6227,50409,2013-17,35.2,40.4
1352,17031804803,6155,73942,2013-17,40.8,39.8
1353,17031804808,2779,98810,2013-17,39.5,42.7
1354,17031804902,5494,82292,2013-17,44.5,41.300000000000004
1355,17031805112,3276,56222,2013-17,29.9,37.8
1356,17031805502,3983,129083,2013-17,68.6,41.4
1357,17031805801,2490,92656,2013-17,48.2,38.3
1358,17031440202,3507,35242,2013-17,35.6,38.2
1359,17031440102,3431,25116,2013-17,20.4,37.2
1360,17031831100,7875,56328,2013-17,30.3,33.199999999999996
1361,17031831700,2365,57727,2013-17,33.6,41.0
1362,17031430102,2944,22725,2013-17,29.6,44.99999999999999
1363,17031191302,5370,43403,2013-17,7.8,36.0
1364,17031824113,7237,99338,2013-17,45.6,45.7
1365,17031824006,4254,105764,2013-17,43.0,43.60000000000001
1366,17031200402,4241,42135,2013-17,16.9,32.1
1367,17031191301,5686,42910,2013-17,12.3,36.6
1368,17031190601,5126,50781,2013-17,15.6,34.1
1369,17031190701,2861,44797,2013-17,13.4,40.0
1370,17031190702,5177,40761,2013-17,9.9,36.699999999999996
1371,17031190401,3983,56016,2013-17,22.4,39.1
1372,17031190602,5867,51986,2013-17,12.2,43.0
1373,17031770202,4828,55156,2013-17,29.2,41.6
1374,17031770601,3411,65579,2013-17,27.9,41.3
1375,17031770602,5285,59274,2013-17,21.2,35.9
1376,17031813301,3492,36329,2013-17,9.1,29.9
1377,17031813702,3721,35577,2013-17,5.5,35.4
1378,17031813302,3809,45972,2013-17,4.5,31.200000000000003
1379,17031834800,1566,20559,2013-17,9.3,39.7
1380,17031839800,2834,49583,2013-17,39.0,37.4
1381,17031839700,4417,48800,2013-17,41.6,40.699999999999996
1382,17031839900,4374,50265,2013-17,36.7,40.9
1383,17031835200,1833,45417,2013-17,13.5,42.3
1384,17031838800,3526,19155,2013-17,7.3,28.400000000000002
1385,17031833900,2441,32159,2013-17,6.3,36.0
1386,17031836600,2337,44808,2013-17,28.5,35.199999999999996
1387,17031836800,2214,12696,2013-17,10.4,35.6
1388,17031831000,2209,152794,2013-17,85.4,44.199999999999996
1389,17031836700,2252,24946,2013-17,14.0,30.799999999999997
1390,17031832200,3397,91723,2013-17,74.1,34.3
1391,17031832400,2926,95547,2013-17,64.0,37.3
1392,17031770902,3634,58718,2013-17,25.4,41.099999999999994
1393,17031730202,3439,48564,2013-17,16.3,39.4
1394,17031660301,1537,22057,2013-17,3.5,31.1
1395,17031660302,5250,31994,2013-17,7.7,33.5
1396,17031430101,3431,32292,2013-17,17.0,46.5
1397,17031252201,2927,33295,2013-17,13.1,38.400000000000006
1398,17031063302,4140,74805,2013-17,86.6,24.900000000000002
1399,17031070103,1587,57963,2013-17,83.3,15.3
1400,17031220701,3337,67415,2013-17,34.2,38.6
1401,17031834000,2956,34864,2013-17,13.2,42.099999999999994
1402,17031834300,6384,34140,2013-17,25.8,39.199999999999996
1403,17031834200,4310,33835,2013-17,24.9,42.9
1404,17031834400,4487,38233,2013-17,28.8,39.800000000000004
1405,17031843900,3332,32750,2013-17,39.3,46.9
1406,17031836200,1585,50769,2013-17,91.8,5.3
1407,17031831200,5051,36190,2013-17,16.7,33.9
1408,17031831600,7574,42077,2013-17,13.0,36.8
1409,17031831500,3540,57847,2013-17,21.1,41.1
1410,17031220901,2965,41047,2013-17,18.3,30.8
1411,17031220902,2943,46574,2013-17,18.7,39.6
1412,17031200401,3642,38309,2013-17,7.6,36.0
1413,17031160501,4237,56477,2013-17,32.4,33.8
1414,17031804509,6329,82804,2013-17,17.0,37.5
1415,17031804510,6639,58594,2013-17,8.0,34.5
1416,17031804406,6685,58939,2013-17,21.8,41.1
1417,17031804309,3162,86328,2013-17,19.6,42.3
1418,17031804404,5392,65688,2013-17,21.5,38.300000000000004
1419,17031804507,12596,94543,2013-17,47.0,45.6
1420,17031804403,6882,78799,2013-17,36.4,39.8
1421,17031804310,9036,100000,2013-17,37.9,49.0
1422,17031823806,3777,52434,2013-17,18.3,44.8
1423,17031824005,5578,100028,2013-17,45.0,44.5
1424,17031824003,6383,90711,2013-17,39.6,42.2
1425,17031824004,5657,69732,2013-17,27.3,40.1
1426,17031824114,5173,103423,2013-17,50.2,42.5
1427,17031824116,5299,57554,2013-17,34.5,41.699999999999996
1428,17031020601,6130,39282,2013-17,40.1,38.4
1429,17031020302,5023,69861,2013-17,55.5,41.400000000000006
1430,17031020602,4637,50048,2013-17,44.1,33.5
1431,17031020902,4474,36660,2013-17,32.2,38.199999999999996
1432,17031010701,3833,60798,2013-17,43.1,40.6
1433,17031030103,2217,49233,2013-17,68.8,30.8
1434,17031030102,2766,43750,2013-17,49.7,45.9
1435,17031010502,2631,33721,2013-17,52.1,38.900000000000006
1436,17031010503,2047,19671,2013-17,38.0,19.0
1437,17031010702,5333,39604,2013-17,43.6,38.2
1438,17031837100,1634,22266,2013-17,21.0,32.300000000000004
1439,17031837000,2028,29911,2013-17,23.2,35.4
1440,17031820603,5778,54977,2013-17,10.8,38.4
1441,17031831400,3000,33381,2013-17,14.6,39.099999999999994
1442,17031831300,1043,35375,2013-17,11.5,36.099999999999994
1443,17031833000,3567,133571,2013-17,82.6,39.2
1444,17031820604,4161,38995,2013-17,7.8,36.300000000000004
1445,17031820606,3719,69902,2013-17,32.1,37.5
1446,17031813701,3906,40822,2013-17,3.5,37.3
1447,17031813802,5080,41331,2013-17,6.3,33.3
1448,17031812301,4250,73082,2013-17,72.7,39.6
1449,17031812801,3204,63269,2013-17,61.9,43.300000000000004
1450,17031010201,7197,40841,2013-17,29.8,43.099999999999994
1451,17031812802,2533,61908,2013-17,68.0,43.1
1452,17031812302,2823,135112,2013-17,66.8,41.1
1453,17031760801,4020,55500,2013-17,49.4,40.3
1454,17031020901,5807,42942,2013-17,39.7,36.5
1455,17031252102,6980,39243,2013-17,13.0,35.099999999999994
1456,17031020701,1729,76635,2013-17,48.0,41.6
1457,17031010501,4081,31985,2013-17,55.0,41.0
1458,17031252101,1390,21339,2013-17,19.8,35.0
1459,17031252202,4757,26826,2013-17,12.0,30.4
1460,17031806201,4635,50862,2013-17,52.4,36.699999999999996
1461,17031806202,4453,49276,2013-17,41.6,43.800000000000004
1462,17031804716,4875,90625,2013-17,47.0,43.3
1463,17031823703,7657,53000,2013-17,18.5,38.6
1464,17031823704,4306,86482,2013-17,29.9,42.4
1465,17031823901,3735,79533,2013-17,41.1,40.1
1466,17031824601,4820,73235,2013-17,17.3,42.8
1467,17031824702,5700,48257,2013-17,12.4,43.4
1468,17031200200,4805,37346,2013-17,11.4,40.599999999999994
1469,17031221400,3067,70313,2013-17,53.0,36.20000000000001
1470,17031230300,1033,41033,2013-17,14.5,31.4
1471,17031230900,5330,38611,2013-17,29.7,33.8
1472,17031231100,1348,33750,2013-17,12.0,30.599999999999998
1473,17031240600,1644,103333,2013-17,61.5,32.2
1474,17031243400,2804,87708,2013-17,62.9,34.4
1475,17031250200,2748,45859,2013-17,12.6,35.9
1476,17031250700,5194,31370,2013-17,10.9,43.8
1477,17031251300,4446,29255,2013-17,9.5,42.7
1478,17031282700,2290,67467,2013-17,39.8,35.0
1479,17031031400,4958,68899,2013-17,78.1,39.800000000000004
1480,17031040600,2702,85745,2013-17,74.5,42.4
1481,17031817600,4093,49592,2013-17,13.5,37.800000000000004
1482,17031818402,3251,65329,2013-17,46.1,39.6
1483,17031320600,4672,101311,2013-17,80.3,33.1
1484,17031032100,7117,52335,2013-17,63.2,38.699999999999996
1485,17031810200,6244,58404,2013-17,39.8,42.1
1486,17031811000,4151,81563,2013-17,43.1,39.599999999999994
1487,17031320400,3167,160833,2013-17,88.9,17.4
1488,17031020500,6545,40090,2013-17,33.3,33.199999999999996
1489,17031031800,1771,69167,2013-17,70.6,39.3
1490,17031040100,3893,79688,2013-17,58.4,46.0
1491,17031050300,2562,79183,2013-17,60.5,43.4
1492,17031051200,1623,120865,2013-17,75.9,30.799999999999997
1493,17031060200,2279,69650,2013-17,73.9,35.6
1494,17031061000,2085,108625,2013-17,80.3,23.4
1495,17031062400,1433,138977,2013-17,90.8,29.900000000000002
1496,17031070200,4084,84668,2013-17,86.6,26.6
1497,17031070300,3591,120139,2013-17,88.3,18.9
1498,17031010600,6515,40576,2013-17,47.2,39.1
1499,17031020400,4551,59705,2013-17,47.0,42.4
1500,17031031000,4078,72964,2013-17,65.5,40.1
1501,17031040300,2999,96369,2013-17,53.9,43.800000000000004
1502,17031050600,2238,104955,2013-17,81.6,38.99999999999999
1503,17031060500,1306,41818,2013-17,51.8,28.3
1504,17031060900,7529,57305,2013-17,67.7,37.4
1505,17031061800,1212,65469,2013-17,70.7,27.7
1506,17031062300,1728,136250,2013-17,88.7,27.7
1507,17031070400,3228,90125,2013-17,70.3,32.0
1508,17031070600,3357,151250,2013-17,91.3,29.3
1509,17031071300,3747,103571,2013-17,93.0,33.2
1510,17031080300,4579,117687,2013-17,85.6,32.099999999999994
1511,17031081600,3937,103060,2013-17,87.5,33.199999999999996
1512,17031081800,8960,116705,2013-17,89.8,40.39999999999999
1513,17031081900,935,139063,2013-17,63.1,33.9
